,0
0,0.3330612244897958
1,0.5069387755102043
2,0.48448979591836716
3,0.5857142857142862
4,0.3510204081632653
5,0.7881632653061227
6,0.48693877551020437
7,0.3146938775510205
8,0.9657142857142859
9,0.4481632653061223
10,0.5538775510204087
11,0.37551020408163277
12,0.5579591836734696
13,1.1542857142857141
14,1.3730612244897957
15,1.8126530612244909
16,0.758775510204082
17,0.33428571428571435
18,1.0114285714285718
19,0.47346938775510183
20,0.528571428571429
21,0.4273469387755103
22,0.7346938775510209
23,0.4579591836734695
24,0.5506122448979592
25,0.5102040816326532
26,0.35510204081632657
27,0.3595918367346939
28,0.35591836734693894
29,0.4759183673469387
30,0.4783673469387757
31,0.495918367346939
32,0.8465306122448976
33,1.1902040816326531
34,0.4481632653061223
35,0.43265306122448977
36,0.596326530612245
37,0.4481632653061223
38,0.8934693877551013
39,0.32367346938775504
40,0.34857142857142853
41,1.8783673469387758
42,0.7636734693877548
43,0.4661224489795918
44,0.6877551020408161
45,0.5400000000000003
46,0.4897959183673467
47,0.5338775510204085
48,0.48367346938775524
49,0.33142857142857163
50,1.2129268292682929
51,0.6153658536585367
52,0.9817073170731714
53,0.4465217391304349
54,0.505609756097561
55,0.7636585365853655
56,0.5880487804878047
57,1.1560869565217389
58,0.6582926829268292
59,0.49782608695652164
60,1.15695652173913
61,0.8012195121951214
62,0.7899999999999999
63,0.4153658536585365
64,0.5447826086956521
65,0.8724390243902438
66,0.8143902439024394
67,0.5239130434782607
68,0.8797560975609751
69,0.36043478260869544
70,0.6173170731707316
71,0.7717391304347823
72,0.5339024390243903
73,0.5348780487804878
74,0.7202439024390245
75,0.7363414634146334
76,0.7958536585365853
77,0.7309756097560975
78,0.4802439024390243
79,0.5647826086956521
80,0.3873913043478261
81,0.4447826086956521
82,0.43695652173913047
83,0.540243902439024
84,1.0943902439024387
85,0.7768292682926828
86,0.7134146341463417
87,0.9119512195121949
88,0.5865217391304345
89,0.37
90,0.615217391304348
91,0.45829268292682934
92,0.4369565217391303
93,1.0873913043478263
94,0.475217391304348
95,0.6586956521739131
96,0.5943478260869567
97,0.6724390243902441
98,1.343913043478261
99,0.4830434782608694
100,1.188484848484849
101,0.7543902439024389
102,0.672121212121212
103,1.1551515151515157
104,0.7775757575757576
105,1.7884848484848475
106,1.4013043478260865
107,1.181212121212121
108,1.121212121212121
109,1.1987878787878787
110,1.3006060606060614
111,0.8314634146341461
112,0.7212121212121214
113,0.9612195121951222
114,1.3065853658536581
115,1.1575757575757575
116,0.9757575757575758
117,2.61939393939394
118,2.8078787878787885
119,0.9017073170731708
120,0.6600000000000001
121,0.9075609756097568
122,2.2169696969696977
123,0.4670731707317073
124,0.6957575757575757
125,0.8630303030303034
126,0.4143902439024389
127,0.4587804878048781
128,0.9884848484848484
129,0.9987878787878788
130,1.1090909090909093
131,2.5448484848484854
132,0.9939393939393941
133,0.507073170731707
134,1.1939024390243897
135,1.4163636363636363
136,1.1775757575757582
137,1.0557575757575757
138,0.468048780487805
139,0.776363636363636
140,0.764848484848485
141,1.1515151515151523
142,0.7543902439024389
143,0.6654545454545457
144,0.8412121212121211
145,1.063030303030303
146,0.6621951219512193
147,1.1654545454545453
148,1.3884848484848484
149,0.631463414634146
